target	name	probe count	reads hit	reads tested	total size	strains
0	none	0	24720068	0	0	0
1	root	0	0	0	0	0
2	Acoela	0	0	64305	65105	4
3	Acoela_none	0	0	64305	65105	4
4	Acoela_none_Isodiametridae	0	0	34946	35346	2
5	Acoela_none_Isodiametridae_Archaphanostoma	0	0	16420	16620	1
6	Acoela_none_Isodiametridae_Archaphanostoma_ylvae	2487	16420	16420	16620	1
7	Acoela_none_Isodiametridae_Isodiametra	0	0	18526	18726	1
8	Acoela_none_Isodiametridae_Isodiametra_pulchra	2973	18526	18526	18726	1
9	Acoela_none_Paratomellidae	0	0	14755	14955	1
10	Acoela_none_Paratomellidae_Paratomella	0	0	14755	14955	1
11	Acoela_none_Paratomellidae_Paratomella_rubra	1919	14755	14755	14955	1
12	Acoela_none_Sagittiferidae	0	0	14604	14804	1
13	Acoela_none_Sagittiferidae_Symsagittifera	0	0	14604	14804	1
14	Acoela_none_Sagittiferidae_Symsagittifera_roscoffensis	1432	9737	14604	14804	1
15	Aconoidasida	4	182	273577	282377	44
16	Aconoidasida_Haemosporida	743	819	220121	227721	38
17	Aconoidasida_Haemosporida_Haemoproteidae	216	3346	28818	29818	5
18	Aconoidasida_Haemosporida_Haemoproteidae_Haemoproteus	277	11484	23124	23924	4
19	Aconoidasida_Haemosporida_Haemoproteidae_Haemoproteus_columbae	215	1609	5789	5989	1
20	Aconoidasida_Haemosporida_Haemoproteidae_Haemoproteus_tartakovskyi	392	5131	5793	5993	1
21	Aconoidasida_Haemosporida_Haemoproteidae_Parahaemoproteus	0	0	5694	5894	1
22	Aconoidasida_Haemosporida_Haemoproteidae_Parahaemoproteus_vireonis	187	2453	5694	5894	1
23	Aconoidasida_Haemosporida_Leucocytozoidae	0	0	23774	24574	4
24	Aconoidasida_Haemosporida_Leucocytozoidae_Leucocytozoon	212	521	23774	24574	4
25	Aconoidasida_Haemosporida_Leucocytozoidae_Leucocytozoon_caulleryi	669	5760	5760	5960	1
26	Aconoidasida_Haemosporida_Leucocytozoidae_Leucocytozoon_fringillinarum	606	5450	5793	5993	1
27	Aconoidasida_Haemosporida_Leucocytozoidae_Leucocytozoon_majoris	617	6307	6485	6685	1
28	Aconoidasida_Haemosporida_Leucocytozoidae_Leucocytozoon_sabrazesi	784	5736	5736	5936	1
29	Aconoidasida_Haemosporida_Plasmodiidae	0	0	167529	173329	29
30	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium	2776	63309	167529	173329	29
31	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_berghei	302	20124	27518	28518	5
32	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_brasilianum	0	0	6103	6303	1
33	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_chabaudi	535	5566	5750	5950	1
34	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_cynomolgi	136	3867	5818	6018	1
35	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_falciparum	342	14340	17304	17904	3
36	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_floridense	414	5331	5803	6003	1
37	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_fragile	303	5022	5778	5978	1
38	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_gallinaceum	331	10338	12352	12752	2
39	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_juxtanucleare	508	5382	5815	6015	1
40	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_knowlesi	304	5052	5758	5958	1
41	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_malariae	29	875	5770	5970	1
42	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_mexicanum	585	5625	5792	5992	1
43	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_ovale	18	593	5385	5585	1
44	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_reichenowi	398	5189	5767	5967	1
45	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_relictum	29	5170	11690	12090	2
46	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_simium	11	562	5791	5991	1
47	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_vivax	7	1148	17264	17864	3
48	Aconoidasida_Haemosporida_Plasmodiidae_Plasmodium_yoelii	322	9463	12071	12471	2
49	Aconoidasida_none	19	0	53456	54656	6
50	Aconoidasida_none_Babesiidae	0	0	47760	48760	5
51	Aconoidasida_none_Babesiidae_Babesia	0	0	47760	48760	5
52	Aconoidasida_none_Babesiidae_Babesia_bovis	937	5806	5806	6006	1
53	Aconoidasida_none_Babesiidae_Babesia_microti	1437	37195	41954	42754	4
54	Aconoidasida_none_Theileriidae	0	0	5696	5896	1
55	Aconoidasida_none_Theileriidae_Theileria	0	0	5696	5896	1
56	Aconoidasida_none_Theileriidae_Theileria_parva	935	5696	5696	5896	1
57	Actinopteri	80000	269281	39563606	40044406	2404
58	Actinopteri_Acanthuriformes	11	0	114134	115534	7
59	Actinopteri_Acanthuriformes_Acanthuridae	32	40	81514	82514	5
60	Actinopteri_Acanthuriformes_Acanthuridae_Acanthurus	95	19	32568	32968	2
61	Actinopteri_Acanthuriformes_Acanthuridae_Acanthurus_leucosternon	1885	16136	16235	16435	1
62	Actinopteri_Acanthuriformes_Acanthuridae_Acanthurus_lineatus	1930	16232	16333	16533	1
63	Actinopteri_Acanthuriformes_Acanthuridae_Naso	0	0	16343	16543	1
64	Actinopteri_Acanthuriformes_Acanthuridae_Naso_lopezi	1881	16194	16343	16543	1
65	Actinopteri_Acanthuriformes_Acanthuridae_Paracanthurus	0	0	16299	16499	1
66	Actinopteri_Acanthuriformes_Acanthuridae_Paracanthurus_hepatus	1881	16183	16299	16499	1
67	Actinopteri_Acanthuriformes_Acanthuridae_Zebrasoma	0	0	16304	16504	1
68	Actinopteri_Acanthuriformes_Acanthuridae_Zebrasoma_flavescens	1809	16190	16304	16504	1
69	Actinopteri_Acanthuriformes_Luvaridae	0	0	16298	16498	1
70	Actinopteri_Acanthuriformes_Luvaridae_Luvarus	0	0	16298	16498	1
71	Actinopteri_Acanthuriformes_Luvaridae_Luvarus_imperialis	1850	16082	16298	16498	1
72	Actinopteri_Acanthuriformes_Zanclidae	0	0	16322	16522	1
73	Actinopteri_Acanthuriformes_Zanclidae_Zanclus	0	0	16322	16522	1
74	Actinopteri_Acanthuriformes_Zanclidae_Zanclus_cornutus	2092	16271	16322	16522	1
75	Actinopteri_Acipenseriformes	458	5446	491637	497637	30
76	Actinopteri_Acipenseriformes_Acipenseridae	2384	33096	459040	464640	28
77	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser	3551	97660	295424	299024	18
78	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_baerii	280	7719	16564	16764	1
79	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_brevirostrum	378	9278	16481	16681	1
80	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_dabryanus	990	29693	32479	32879	2
81	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_fulvescens	767	13117	16343	16543	1
82	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_gueldenstaedtii	119	6700	32790	33190	2
83	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_medirostris	169	4843	16412	16612	1
84	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_mikadoi	189	6055	16411	16611	1
85	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_nudiventris	402	9135	16344	16544	1
86	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_oxyrinchus	1154	14989	16366	16566	1
87	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_ruthenus	853	13853	16591	16791	1
88	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_schrenckii	255	14575	32973	33373	2
89	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_sinensis	284	6328	16483	16683	1
90	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_stellatus	726	10742	16338	16538	1
91	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_sturio	1212	14998	16356	16556	1
92	Actinopteri_Acipenseriformes_Acipenseridae_Acipenser_transmontanus	302	8601	16493	16693	1
93	Actinopteri_Acipenseriformes_Acipenseridae_Huso	11	0	49547	50147	3
94	Actinopteri_Acipenseriformes_Acipenseridae_Huso_dauricus	611	25441	32986	33386	2
95	Actinopteri_Acipenseriformes_Acipenseridae_Huso_huso	929	14719	16561	16761	1
96	Actinopteri_Acipenseriformes_Acipenseridae_Scaphirhynchus	1695	105694	114069	115469	7
97	Actinopteri_Acipenseriformes_Acipenseridae_Scaphirhynchus_albus	0	0	32591	32991	2
98	Actinopteri_Acipenseriformes_Acipenseridae_Scaphirhynchus_platorynchus	2	177	16296	16496	1
99	Actinopteri_Acipenseriformes_Acipenseridae_Scaphirhynchus_suttkusi	43	5241	48888	49488	3
100	Actinopteri_Acipenseriformes_Polyodontidae	57	18	32597	32997	2
101	Actinopteri_Acipenseriformes_Polyodontidae_Polyodon	0	0	16313	16513	1
102	Actinopteri_Acipenseriformes_Polyodontidae_Polyodon_spathula	1670	14386	16313	16513	1
103	Actinopteri_Acipenseriformes_Polyodontidae_Psephurus	0	0	16284	16484	1
104	Actinopteri_Acipenseriformes_Polyodontidae_Psephurus_gladius	1825	16231	16284	16484	1
105	Actinopteri_Albuliformes	0	0	32045	32445	2
106	Actinopteri_Albuliformes_Albulidae	1	0	32045	32445	2
107	Actinopteri_Albuliformes_Albulidae_Albula	0	0	16056	16256	1
108	Actinopteri_Albuliformes_Albulidae_Albula_glossodonta	2507	16056	16056	16256	1
109	Actinopteri_Albuliformes_Albulidae_Pterothrissus	0	0	15989	16189	1
110	Actinopteri_Albuliformes_Albulidae_Pterothrissus_gissu	2054	15969	15989	16189	1
111	Actinopteri_Alepocephaliformes	918	2691	445939	451339	27
112	Actinopteri_Alepocephaliformes_Alepocephalidae	1758	3882	361989	366389	22
113	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus	2081	25531	115290	116690	7
114	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_agassizii	341	9679	16458	16658	1
115	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_australis	261	8426	16441	16641	1
116	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_bairdii	1029	15108	16438	16638	1
117	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_bicolor	1538	16402	16630	16830	1
118	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_productus	565	12661	16437	16637	1
119	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_tenebrosus	902	14841	16445	16645	1
120	Actinopteri_Alepocephaliformes_Alepocephalidae_Alepocephalus_umbriceps	344	10002	16441	16641	1
121	Actinopteri_Alepocephaliformes_Alepocephalidae_Bajacalifornia	0	0	16599	16799	1
122	Actinopteri_Alepocephaliformes_Alepocephalidae_Bajacalifornia_megalops	2048	16496	16599	16799	1
123	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathyprion	0	0	16558	16758	1
124	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathyprion_danae	2135	16436	16558	16758	1
125	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathytroctes	122	160	65696	66496	4
126	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathytroctes_breviceps	1795	16260	16453	16653	1
127	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathytroctes_macrolepis	1645	15962	16415	16615	1
128	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathytroctes_michaelsarsi	1688	16100	16417	16617	1
129	Actinopteri_Alepocephaliformes_Alepocephalidae_Bathytroctes_microlepis	1912	16276	16411	16611	1
130	Actinopteri_Alepocephaliformes_Alepocephalidae_Conocara	3	4	32822	33222	2
131	Actinopteri_Alepocephaliformes_Alepocephalidae_Conocara_macropterum	1781	16192	16407	16607	1
132	Actinopteri_Alepocephaliformes_Alepocephalidae_Conocara_murrayi	1885	14891	16415	16615	1
133	Actinopteri_Alepocephaliformes_Alepocephalidae_Herwigia	0	0	16438	16638	1
134	Actinopteri_Alepocephaliformes_Alepocephalidae_Herwigia_kreffti	1723	16331	16438	16638	1
135	Actinopteri_Alepocephaliformes_Alepocephalidae_Leptoderma	615	1362	49209	49809	3
136	Actinopteri_Alepocephaliformes_Alepocephalidae_Leptoderma_lubricum	1463	15551	16399	16599	1
137	Actinopteri_Alepocephaliformes_Alepocephalidae_Leptoderma_macrophthalmum	1614	15958	16408	16608	1
138	Actinopteri_Alepocephaliformes_Alepocephalidae_Leptoderma_retropinna	1641	15884	16402	16602	1
139	Actinopteri_Alepocephaliformes_Alepocephalidae_Narcetes	5	0	32967	33367	2
140	Actinopteri_Alepocephaliformes_Alepocephalidae_Narcetes_erimelas	1597	16104	16545	16745	1
141	Actinopteri_Alepocephaliformes_Alepocephalidae_Narcetes_stomias	1834	16354	16422	16622	1
142	Actinopteri_Alepocephaliformes_Alepocephalidae_Talismania	0	0	16410	16610	1
143	Actinopteri_Alepocephaliformes_Alepocephalidae_Talismania_bifurcata	2023	16259	16410	16610	1
144	Actinopteri_Alepocephaliformes_Leptochilichthyidae	0	0	16430	16630	1
145	Actinopteri_Alepocephaliformes_Leptochilichthyidae_Leptochilichthys	0	0	16430	16630	1
146	Actinopteri_Alepocephaliformes_Leptochilichthyidae_Leptochilichthys_agassizii	1911	16289	16430	16630	1
147	Actinopteri_Alepocephaliformes_Platytroctidae	497	166	67520	68320	4
148	Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia	0	0	16854	17054	1
149	Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia_mauli	1529	15700	16854	17054	1
150	Actinopteri_Alepocephaliformes_Platytroctidae_Normichthys	0	0	17289	17489	1
151	Actinopteri_Alepocephaliformes_Platytroctidae_Normichthys_operosus	1913	17234	17289	17489	1
152	Actinopteri_Alepocephaliformes_Platytroctidae_Platytroctes	0	0	16433	16633	1
153	Actinopteri_Alepocephaliformes_Platytroctidae_Platytroctes_apus	1836	16092	16433	16633	1
154	Actinopteri_Alepocephaliformes_Platytroctidae_Sagamichthys	0	0	16944	17144	1
155	Actinopteri_Alepocephaliformes_Platytroctidae_Sagamichthys_abei	1970	16831	16944	17144	1
156	Actinopteri_Amiiformes	0	0	16011	16211	1
157	Actinopteri_Amiiformes_Amiidae	0	0	16011	16211	1
158	Actinopteri_Amiiformes_Amiidae_Amia	0	0	16011	16211	1
159	Actinopteri_Amiiformes_Amiidae_Amia_calva	2129	15990	16011	16211	1
160	Actinopteri_Anabantiformes	54	125	375985	380585	23
161	Actinopteri_Anabantiformes_Anabantidae	0	0	16404	16604	1
162	Actinopteri_Anabantiformes_Anabantidae_Anabas	0	0	16404	16604	1
163	Actinopteri_Anabantiformes_Anabantidae_Anabas_testudineus	2191	16375	16404	16604	1
164	Actinopteri_Anabantiformes_Channidae	4	0	147246	149046	9
165	Actinopteri_Anabantiformes_Channidae_Channa	2143	69249	130838	132438	8
166	Actinopteri_Anabantiformes_Channidae_Channa_argus	0	0	32719	33119	2
167	Actinopteri_Anabantiformes_Channidae_Channa_asiatica	1990	16242	16351	16551	1
168	Actinopteri_Anabantiformes_Channidae_Channa_maculata	0	0	32720	33120	2
169	Actinopteri_Anabantiformes_Channidae_Channa_marulius	1127	10278	16370	16570	1
170	Actinopteri_Anabantiformes_Channidae_Channa_micropeltes	1961	16326	16368	16568	1
171	Actinopteri_Anabantiformes_Channidae_Channa_striata	2035	15941	16310	16510	1
172	Actinopteri_Anabantiformes_Channidae_Parachanna	0	0	16408	16608	1
173	Actinopteri_Anabantiformes_Channidae_Parachanna_insignis	2202	16343	16408	16608	1
174	Actinopteri_Anabantiformes_Helostomatidae	0	0	16541	16741	1
175	Actinopteri_Anabantiformes_Helostomatidae_Helostoma	0	0	16541	16741	1
176	Actinopteri_Anabantiformes_Helostomatidae_Helostoma_temminkii	2114	16476	16541	16741	1
177	Actinopteri_Anabantiformes_Osphronemidae	77	787	195794	198194	12
178	Actinopteri_Anabantiformes_Osphronemidae_Betta	0	0	16781	16981	1
179	Actinopteri_Anabantiformes_Osphronemidae_Betta_splendens	2437	16781	16781	16981	1
180	Actinopteri_Anabantiformes_Osphronemidae_Macropodus	1982	17668	65193	65993	4
181	Actinopteri_Anabantiformes_Osphronemidae_Macropodus_chinensis	235	7414	16298	16498	1
182	Actinopteri_Anabantiformes_Osphronemidae_Macropodus_erythropterus	2087	16214	16296	16496	1
183	Actinopteri_Anabantiformes_Osphronemidae_Macropodus_ocellatus	251	7521	16302	16502	1
184	Actinopteri_Anabantiformes_Osphronemidae_Macropodus_opercularis	2032	16108	16297	16497	1
185	Actinopteri_Anabantiformes_Osphronemidae_Osphronemus	0	0	16327	16527	1
186	Actinopteri_Anabantiformes_Osphronemidae_Osphronemus_goramy	1910	16191	16327	16527	1
187	Actinopteri_Anabantiformes_Osphronemidae_Trichogaster	24	0	32713	33113	2
188	Actinopteri_Anabantiformes_Osphronemidae_Trichogaster_fasciata	2138	16315	16436	16636	1
189	Actinopteri_Anabantiformes_Osphronemidae_Trichogaster_lalius	2145	16185	16277	16477	1
190	Actinopteri_Anabantiformes_Osphronemidae_Trichopodus	1983	36071	64780	65580	4
191	Actinopteri_Anabantiformes_Osphronemidae_Trichopodus_leerii	2007	15785	16255	16455	1
192	Actinopteri_Anabantiformes_Osphronemidae_Trichopodus_microlepis	53	1123	16236	16436	1
193	Actinopteri_Anabantiformes_Osphronemidae_Trichopodus_pectoralis	186	2536	16036	16236	1
194	Actinopteri_Anabantiformes_Osphronemidae_Trichopodus_trichopterus	51	1079	16253	16453	1
195	Actinopteri_Anguilliformes	1344	10278	1049290	1061690	62
196	Actinopteri_Anguilliformes_Anguillidae	0	0	346384	350584	21
197	Actinopteri_Anguilliformes_Anguillidae_Anguilla	5820	50612	346384	350584	21
198	Actinopteri_Anguilliformes_Anguillidae_Anguilla_anguilla	937	14745	16484	16684	1
199	Actinopteri_Anguilliformes_Anguillidae_Anguilla_australis	1040	31016	32970	33370	2
200	Actinopteri_Anguilliformes_Anguillidae_Anguilla_bengalensis	212	6327	16634	16834	1
201	Actinopteri_Anguilliformes_Anguillidae_Anguilla_bicolor	381	24782	32995	33395	2
202	Actinopteri_Anguilliformes_Anguillidae_Anguilla_celebesensis	1085	15388	16501	16701	1
203	Actinopteri_Anguilliformes_Anguillidae_Anguilla_dieffenbachii	1172	15638	16488	16688	1
204	Actinopteri_Anguilliformes_Anguillidae_Anguilla_interioris	740	14517	16514	16714	1
205	Actinopteri_Anguilliformes_Anguillidae_Anguilla_japonica	1104	31776	32989	33389	2
206	Actinopteri_Anguilliformes_Anguillidae_Anguilla_luzonensis	823	14631	16436	16636	1
207	Actinopteri_Anguilliformes_Anguillidae_Anguilla_malgumora	1375	15922	16351	16551	1
208	Actinopteri_Anguilliformes_Anguillidae_Anguilla_marmorata	888	14614	16546	16746	1
209	Actinopteri_Anguilliformes_Anguillidae_Anguilla_megastoma	1073	15514	16515	16715	1
210	Actinopteri_Anguilliformes_Anguillidae_Anguilla_mossambica	1497	15932	16495	16695	1
211	Actinopteri_Anguilliformes_Anguillidae_Anguilla_nebulosa	190	4989	16508	16708	1
212	Actinopteri_Anguilliformes_Anguillidae_Anguilla_obscura	882	14302	16505	16705	1
213	Actinopteri_Anguilliformes_Anguillidae_Anguilla_reinhardtii	1153	15723	16491	16691	1
214	Actinopteri_Anguilliformes_Anguillidae_Anguilla_rostrata	745	28601	32962	33362	2
215	Actinopteri_Anguilliformes_Chlopsidae	28	348	32891	33291	2
216	Actinopteri_Anguilliformes_Chlopsidae_Kaupichthys	0	0	16463	16663	1
217	Actinopteri_Anguilliformes_Chlopsidae_Kaupichthys_hyoproroides	2252	16445	16463	16663	1
218	Actinopteri_Anguilliformes_Chlopsidae_Robinsia	0	0	16428	16628	1
219	Actinopteri_Anguilliformes_Chlopsidae_Robinsia_catherinae	1326	9886	16428	16628	1
220	Actinopteri_Anguilliformes_Colocongridae	0	0	17556	17756	1
221	Actinopteri_Anguilliformes_Colocongridae_Coloconger	0	0	17556	17756	1
222	Actinopteri_Anguilliformes_Colocongridae_Coloconger_cadenati	2193	17552	17556	17756	1
223	Actinopteri_Anguilliformes_Congridae	20	411	105325	106525	6
224	Actinopteri_Anguilliformes_Congridae_Ariosoma	0	0	16723	16923	1
225	Actinopteri_Anguilliformes_Congridae_Ariosoma_shiroanago	2533	16723	16723	16923	1
226	Actinopteri_Anguilliformes_Congridae_Conger	520	234	36085	36485	2
227	Actinopteri_Anguilliformes_Congridae_Conger_japonicus	2014	17472	17579	17779	1
228	Actinopteri_Anguilliformes_Congridae_Conger_myriaster	2058	18379	18506	18706	1
229	Actinopteri_Anguilliformes_Congridae_Congriscus	2150	17341	17418	17618	1
230	Actinopteri_Anguilliformes_Congridae_Heteroconger	0	0	17569	17769	1
231	Actinopteri_Anguilliformes_Congridae_Heteroconger_hassi	1368	11398	17569	17769	1
232	Actinopteri_Anguilliformes_Congridae_Paraconger	0	0	17530	17730	1
233	Actinopteri_Anguilliformes_Congridae_Paraconger_notialis	2175	17526	17530	17730	1
234	Actinopteri_Anguilliformes_Cyematidae	0	0	16669	16869	1
235	Actinopteri_Anguilliformes_Cyematidae_Cyema	0	0	16669	16869	1
236	Actinopteri_Anguilliformes_Cyematidae_Cyema_atrum	2458	16669	16669	16869	1
237	Actinopteri_Anguilliformes_Derichthyidae	11	0	34461	34861	2
238	Actinopteri_Anguilliformes_Derichthyidae_Derichthys	0	0	16878	17078	1
239	Actinopteri_Anguilliformes_Derichthyidae_Derichthys_serpentinus	2383	16878	16878	17078	1
240	Actinopteri_Anguilliformes_Derichthyidae_Nessorhamphus	0	0	17583	17783	1
241	Actinopteri_Anguilliformes_Derichthyidae_Nessorhamphus_ingolfianus	2125	17538	17583	17783	1
242	Actinopteri_Anguilliformes_Eurypharyngidae	0	0	18779	18979	1
243	Actinopteri_Anguilliformes_Eurypharyngidae_Eurypharynx	0	0	18779	18979	1
244	Actinopteri_Anguilliformes_Eurypharyngidae_Eurypharynx_pelecanoides	2686	18779	18779	18979	1
245	Actinopteri_Anguilliformes_Heterenchelyidae	0	0	16843	17043	1
246	Actinopteri_Anguilliformes_Heterenchelyidae_Pythonichthys	0	0	16843	17043	1
247	Actinopteri_Anguilliformes_Heterenchelyidae_Pythonichthys_microphthalmus	1042	8182	16843	17043	1
248	Actinopteri_Anguilliformes_Monognathidae	0	0	22018	22218	1
249	Actinopteri_Anguilliformes_Monognathidae_Monognathus	0	0	22018	22218	1
250	Actinopteri_Anguilliformes_Monognathidae_Monognathus_jesperseni	3296	22018	22018	22218	1
251	Actinopteri_Anguilliformes_Moringuidae	0	0	32301	32701	2
252	Actinopteri_Anguilliformes_Moringuidae_Moringua	63	0	32301	32701	2
253	Actinopteri_Anguilliformes_Moringuidae_Moringua_edwardsi	2221	16622	16642	16842	1
254	Actinopteri_Anguilliformes_Moringuidae_Moringua_microchir	2078	15659	15659	15859	1
255	Actinopteri_Anguilliformes_Muraenesocidae	9	0	35671	36071	2
256	Actinopteri_Anguilliformes_Muraenesocidae_Cynoponticus	0	0	17623	17823	1
257	Actinopteri_Anguilliformes_Muraenesocidae_Cynoponticus_ferox	2320	17613	17623	17823	1
258	Actinopteri_Anguilliformes_Muraenesocidae_Muraenesox	0	0	18048	18248	1
259	Actinopteri_Anguilliformes_Muraenesocidae_Muraenesox_bagio	2533	18048	18048	18248	1
260	Actinopteri_Anguilliformes_Muraenidae	85	675	81815	82815	5
261	Actinopteri_Anguilliformes_Muraenidae_Anarchias	1592	11570	16298	16498	1
262	Actinopteri_Anguilliformes_Muraenidae_Enchelynassa	0	0	16393	16593	1
263	Actinopteri_Anguilliformes_Muraenidae_Enchelynassa_canina	2386	16393	16393	16593	1
264	Actinopteri_Anguilliformes_Muraenidae_Gymnomuraena	0	0	16377	16577	1
265	Actinopteri_Anguilliformes_Muraenidae_Gymnomuraena_zebra	2338	16377	16377	16577	1
266	Actinopteri_Anguilliformes_Muraenidae_Gymnothorax	0	0	16380	16580	1
267	Actinopteri_Anguilliformes_Muraenidae_Gymnothorax_kidako	2337	16380	16380	16580	1
268	Actinopteri_Anguilliformes_Muraenidae_Rhinomuraena	0	0	16367	16567	1
269	Actinopteri_Anguilliformes_Muraenidae_Rhinomuraena_quaesita	1832	12904	16367	16567	1
270	Actinopteri_Anguilliformes_Myrocongridae	0	0	16443	16643	1
271	Actinopteri_Anguilliformes_Myrocongridae_Myroconger	0	0	16443	16643	1
272	Actinopteri_Anguilliformes_Myrocongridae_Myroconger_compressus	2413	16421	16443	16643	1
273	Actinopteri_Anguilliformes_Nemichthyidae	939	1022	50223	50823	3
274	Actinopteri_Anguilliformes_Nemichthyidae_Avocettina	0	0	16481	16681	1
275	Actinopteri_Anguilliformes_Nemichthyidae_Avocettina_infans	1110	14171	16481	16681	1
276	Actinopteri_Anguilliformes_Nemichthyidae_Labichthys	0	0	16484	16684	1
277	Actinopteri_Anguilliformes_Nemichthyidae_Labichthys_carinatus	1356	16000	16484	16684	1
278	Actinopteri_Anguilliformes_Nemichthyidae_Nemichthys	0	0	17258	17458	1
279	Actinopteri_Anguilliformes_Nemichthyidae_Nemichthys_scolopaceus	2529	17258	17258	17458	1
280	Actinopteri_Anguilliformes_Nettastomatidae	82	197	70572	71372	4
281	Actinopteri_Anguilliformes_Nettastomatidae_Facciolella	0	0	17590	17790	1
282	Actinopteri_Anguilliformes_Nettastomatidae_Facciolella_oxyrhyncha	1343	11280	17590	17790	1
283	Actinopteri_Anguilliformes_Nettastomatidae_Hoplunnis	0	0	17629	17829	1
284	Actinopteri_Anguilliformes_Nettastomatidae_Hoplunnis_punctata	2110	17591	17629	17829	1
285	Actinopteri_Anguilliformes_Nettastomatidae_Leptocephalus	1919	15452	17838	18038	1
286	Actinopteri_Anguilliformes_Nettastomatidae_Nettastoma	0	0	17515	17715	1
287	Actinopteri_Anguilliformes_Nettastomatidae_Nettastoma_parviceps	2239	17457	17515	17715	1
288	Actinopteri_Anguilliformes_Ophichthidae	40	0	35304	35704	2
289	Actinopteri_Anguilliformes_Ophichthidae_Myrichthys	0	0	17660	17860	1
290	Actinopteri_Anguilliformes_Ophichthidae_Myrichthys_maculosus	2348	17652	17660	17860	1
291	Actinopteri_Anguilliformes_Ophichthidae_Ophisurus	0	0	17644	17844	1
292	Actinopteri_Anguilliformes_Ophichthidae_Ophisurus_macrorhynchos	2280	17644	17644	17844	1
293	Actinopteri_Anguilliformes_Saccopharyngidae	0	0	18296	18496	1
294	Actinopteri_Anguilliformes_Saccopharyngidae_Saccopharynx	0	0	18296	18496	1
295	Actinopteri_Anguilliformes_Saccopharyngidae_Saccopharynx_lavenbergi	2720	18296	18296	18496	1
296	Actinopteri_Anguilliformes_Serrivomeridae	162	0	48799	49399	3
297	Actinopteri_Anguilliformes_Serrivomeridae_Serrivomer	173	178	32432	32832	2
298	Actinopteri_Anguilliformes_Serrivomeridae_Serrivomer_beanii	1972	16460	16532	16732	1
299	Actinopteri_Anguilliformes_Serrivomeridae_Serrivomer_sector	1853	15761	15900	16100	1
300	Actinopteri_Anguilliformes_Serrivomeridae_Stemonidium	0	0	16367	16567	1
301	Actinopteri_Anguilliformes_Serrivomeridae_Stemonidium_hypomelas	2144	16353	16367	16567	1
302	Actinopteri_Anguilliformes_Synaphobranchidae	1225	4292	48940	49540	3
303	Actinopteri_Anguilliformes_Synaphobranchidae_Ilyophis	0	0	16483	16683	1
304	Actinopteri_Anguilliformes_Synaphobranchidae_Ilyophis_brunneus	732	12662	16483	16683	1
305	Actinopteri_Anguilliformes_Synaphobranchidae_Simenchelys	0	0	16490	16690	1
